	name2	chrom	cdsStart	cdsEnd
658774	KCNIP4	chr4	20728606	21948772
658951	AC097505.1	chr4	20766808	20767372
658954	AC110296.1	chr4	21304468	21350673
658964	AC096576.6	chr4	21520854	21523709
658969	AC096576.3	chr4	21582096	21613728
658975	AC096576.2	chr4	21697450	21719026
658979	KCNIP4-IT1	chr4	21843341	21853188
658982	AC096719.1	chr4	21949015	22330330
658996	ADGRA3	chr4	22345071	22516066
659175	AC097512.1	chr4	22989147	23193740
659384	AC092440.1	chr4	23234625	23285573
659388	AC093607.1	chr4	23560923	23768652
659395	ERVH-1	chr4	23723262	23733579
659401	PPARGC1A	chr4	23755041	23904089
659625	AC092834.1	chr4	23779590	23782560
659630	DHX15	chr4	24517441	24584554
659698	LINC02473	chr4	24659856	24671568
659706	SOD3	chr4	24789912	24800842
659728	CCDC149	chr4	24806117	24980204
659856	LGI2	chr4	24998847	25030946
659893	SEPSECS	chr4	25120014	25160449
660004	SEPSECS-AS1	chr4	25160641	25201440
660011	PI4K2B	chr4	25160663	25279204
660062	AC104662.1	chr4	25220403	25220913
660065	ZCCHC4	chr4	25312774	25370383
660186	ANAPC4	chr4	25377213	25418498
660395	AC105290.1	chr4	25529177	25619468
660405	SLC34A2	chr4	25648011	25678748
660562	SEL1L3	chr4	25747433	25863760
660794	AC092436.3	chr4	25770266	25773577
660798	SMIM20	chr4	25861830	25929874
660838	AC133961.1	chr4	25864881	25869550
660842	LINC02357	chr4	26070754	26104258
660847	RBPJ	chr4	26163455	26435131
661311	CCKAR	chr4	26481396	26490484
661327	TBC1D19	chr4	26576437	26756223
661534	STIM2	chr4	26857601	27025381
661784	STIM2-AS1	chr4	26859806	26860632
661800	AC024132.2	chr4	27133996	27140051
661805	AC024132.1	chr4	27207505	27218404
661809	LINC02261	chr4	27217479	27282225
661817	AC024132.3	chr4	27262506	27267254
661821	AC007106.2	chr4	27917753	27943065
661826	AC007106.1	chr4	27964517	27985063
661834	AC093791.2	chr4	28225969	28288297
661838	AC093791.1	chr4	28343862	28402936
661859	AC097480.1	chr4	28435449	28600275
661865	AC097480.2	chr4	28580991	28600845
661872	LINC02364	chr4	28996498	29017256
661940	AC068944.1	chr4	29046591	29048765
661944	AC109349.1	chr4	29118304	29211696
661954	LINC02472	chr4	29214253	29291869
661972	AC098595.1	chr4	30718805	30721970
661976	PCDH7	chr4	30720415	31146805
662034	AC097716.1	chr4	30776257	30793970
662039	LINC02497	chr4	31171013	31211678
662052	AC104071.1	chr4	31350284	31351725
662056	LINC02501	chr4	31506422	31558831
662070	LINC02506	chr4	31997376	32228543
662112	AC097654.1	chr4	32005076	32022483
662118	LINC02353	chr4	32351038	32353220
662122	AC116611.1	chr4	32583855	32745525
662132	AC093606.1	chr4	33150326	33208430
662137	AC097535.1	chr4	33433510	33437877
662141	AC079772.1	chr4	33467398	33693993
662152	AC016687.3	chr4	33775498	34039914
662168	AC016687.2	chr4	33850591	33982349
662224	LINC02484	chr4	34120090	34335351
662245	AC110790.1	chr4	34140598	34180729
662249	AC093689.1	chr4	34657606	34669432
662261	ARAP2	chr4	35948221	36244514
662440	AC104078.1	chr4	36244116	36274220
662454	DTHD1	chr4	36281622	36345756
662556	AC104078.2	chr4	36311190	36392410
662561	LINC02505	chr4	36496128	36641939
662591	AC093746.1	chr4	36902242	36913339
662595	LINC02616	chr4	37001772	37023499
662612	AL136537.1	chr4	37073681	37133849
662687	NWD2	chr4	37244743	37449463
662707	C4orf19	chr4	37453925	37623495
662745	AC022463.1	chr4	37454698	37476401
662751	AC027607.1	chr4	37588087	37588875
662755	RELL1	chr4	37590800	37686376
662807	PGM2	chr4	37826660	37862937
662946	TBC1D1	chr4	37891084	38139175
663222	PTTG2	chr4	37960398	37961128
663230	AC098680.2	chr4	38276178	38279880
663234	AC098680.1	chr4	38286994	38287491
663238	LINC02513	chr4	38366914	38385759
663242	LINC01258	chr4	38420662	38523180
663262	LINC01259	chr4	38509767	38518056
663267	LINC02278	chr4	38564003	38572022
663277	KLF3-AS1	chr4	38602438	38664914
663406	AC021860.1	chr4	38618265	38619437
663410	KLF3	chr4	38664197	38701517
663444	TLR10	chr4	38772238	38782990
663521	TLR1	chr4	38790677	38856817
663600	TLR6	chr4	38823715	38856817
663641	FAM114A1	chr4	38867677	38945739
663731	TMEM156	chr4	38966744	39032922
663770	KLHL5	chr4	39045039	39126857
663928	AC079921.1	chr4	39066974	39182258
663943	AC079921.2	chr4	39133913	39135608
663947	WDR19	chr4	39182504	39285810
664289	RFC1	chr4	39287456	39366375
664521	KLB	chr4	39406930	39451533
664537	RPL9	chr4	39452521	39458949
664718	LIAS	chr4	39459004	39485109
665094	UGDH	chr4	39498755	39528311
665290	UGDH-AS1	chr4	39528019	39594707
665297	AC021148.2	chr4	39539395	39546073
665301	SMIM14	chr4	39546336	39638902
665368	AC108471.3	chr4	39614465	39618488
665372	AC108471.2	chr4	39639107	39666879
665409	UBE2K	chr4	39698109	39782792
665501	PDS5A	chr4	39822863	39977956
665666	N4BP2	chr4	40056850	40158252
665793	AC095057.3	chr4	40166675	40167831
665796	AC095057.4	chr4	40187170	40190464
665801	RHOH	chr4	40191053	40246967
666009	AC095057.2	chr4	40265472	40266457
666013	LINC02265	chr4	40316485	40330419
666018	CHRNA9	chr4	40335333	40355217
666041	RBM47	chr4	40423267	40630875
666222	AC098869.2	chr4	40426119	40427585
666226	AC131953.2	chr4	40743627	40750865
666230	NSUN7	chr4	40749925	40811184
666314	APBB2	chr4	40810027	41216714
666770	AC131953.1	chr4	40812779	40826151
666774	UCHL1-AS1	chr4	41220074	41256727
666782	UCHL1	chr4	41256413	41268455
666968	LIMCH1	chr4	41359607	41700044
667749	AC108050.1	chr4	41608312	41612411
667753	AC105389.2	chr4	41688858	41692797
667758	PHOX2B	chr4	41744082	41748970
667774	AC105389.3	chr4	41748293	41824119
667781	AC105389.1	chr4	41750345	41757341
667786	LINC00682	chr4	41872747	41882955
667802	AC108210.1	chr4	41883060	41935075
667813	TMEM33	chr4	41935129	41960803
667945	DCAF4L1	chr4	41981756	41986465
667953	AC106052.1	chr4	41988741	41989237
667956	SLC30A9	chr4	41990502	42090461
668059	BEND4	chr4	42110853	42152878
668111	AC111006.1	chr4	42151028	42268110
668120	AC024022.1	chr4	42281830	42391651
668135	SHISA3	chr4	42397488	42402487
668145	ATP8A1	chr4	42408373	42657105
668396	AC096734.2	chr4	42657496	42657928
668399	AC096734.1	chr4	42706107	42707335
668403	GRXCR1	chr4	42893267	43030658
668416	AC111198.1	chr4	43133867	43234956
668423	AC097451.1	chr4	43340875	43345600
668433	LINC02383	chr4	43457527	43492543
668438	AC080132.1	chr4	43763134	43972184
668464	AC114757.1	chr4	43972921	44025516
668501	LINC02475	chr4	44016700	44022063
668514	KCTD8	chr4	44173903	44448809
668533	YIPF7	chr4	44622065	44678556
668586	GUF1	chr4	44678420	44700928
668670	GNPDA2	chr4	44682200	44726588
668762	AC096586.2	chr4	44693946	44694386
668765	AC096586.1	chr4	44704405	44704965
668768	AC108467.1	chr4	45009540	45051652
668776	GABRG1	chr4	46035769	46124054
668800	AC104072.1	chr4	46243548	46244215
668803	GABRA2	chr4	46248427	46475230
669107	AC095060.1	chr4	46390255	46510194
669118	COX7B2	chr4	46734827	46909245
669165	GABRA4	chr4	46918900	46993581
669253	GABRB1	chr4	46993723	47426447
669312	AC107398.3	chr4	47431960	47438959
669315	COMMD8	chr4	47450787	47463702
669334	AC107398.4	chr4	47463590	47470477
669346	AC107398.5	chr4	47481001	47485210
669351	ATP10D	chr4	47485275	47593486
669481	AC107398.2	chr4	47556731	47560259
669486	CORIN	chr4	47593999	47838106
669787	AC107068.2	chr4	47831330	47897965
669804	AC107068.1	chr4	47840122	47844339
669807	NFXL1	chr4	47847233	47914667
670056	NIPAL1	chr4	47914142	48040173
670113	CNGA1	chr4	47935977	48016672
670282	TXK	chr4	48066393	48134250
670378	TEC	chr4	48135783	48269838
670485	SLAIN2	chr4	48341529	48426201
670556	SLC10A4	chr4	48483343	48489526
670571	ZAR1	chr4	48490252	48494389
670585	FRYL	chr4	48497361	48780322
671219	OCIAD1	chr4	48805212	48861817
671669	OCIAD1-AS1	chr4	48852008	48860203
671673	OCIAD2	chr4	48885019	48906937
671785	CWH43	chr4	48986275	49062081
671900	DCUN1D4	chr4	51843000	51916837
672224	AC027271.1	chr4	51918772	51919381
672227	LRRC66	chr4	51993702	52017620
672241	SGCB	chr4	52020706	52038482
672283	LINC02480	chr4	52044805	52046954
672288	SPATA18	chr4	52051304	52097299
672435	AC097522.2	chr4	52252820	52551574
672440	USP46	chr4	52590960	52659301
672586	USP46-AS1	chr4	52659406	52661668
672590	AC104066.3	chr4	52680609	52692999
672595	LINC01618	chr4	52712394	52866821
672624	DANCR	chr4	52712404	52720351
672646	AC104066.4	chr4	52712713	52722377
672650	ERVMER34-1	chr4	52722618	52751586
672679	RASL11B	chr4	52862317	52866835
672700	SCFD2	chr4	52872982	53366066
672766	AC023154.1	chr4	52945649	52958087
672778	FIP1L1	chr4	53377641	53460862
673029	LNX1	chr4	53459301	53701405
673144	LNX1-AS1	chr4	53496400	53549578
673161	LNX1-AS2	chr4	53592956	53604047
673168	AC124017.1	chr4	53659208	53737156
673178	AC105384.1	chr4	53899871	53916835
673183	AC110792.3	chr4	53997415	53997712
673186	CHIC2	chr4	54009789	54064605
673237	AC110792.2	chr4	54059597	54061210
673240	AC110792.4	chr4	54065239	54078454
673244	GSX2	chr4	54099523	54102498
673266	PDGFRA	chr4	54229280	54298245
673442	LINC02283	chr4	54332892	54355954
673446	AC098587.1	chr4	54376002	54376752
673450	AC098868.1	chr4	54440502	54446723
673456	LINC02260	chr4	54603211	54607131
673460	KIT	chr4	54657918	54740715
673563	AC097494.1	chr4	54836041	54845470
673574	LINC02358	chr4	54845568	54859241
673578	AC111194.1	chr4	54943626	54957832
673583	AC111194.2	chr4	55053060	55092534
673589	KDR	chr4	55078481	55125595
673704	AC021220.2	chr4	55157877	55161880
673708	SRD5A3	chr4	55346242	55373100
673738	SRD5A3-AS1	chr4	55363971	55395847
673904	AC069200.1	chr4	55387949	55388271
673907	TMEM165	chr4	55395957	55453397
674003	CLOCK	chr4	55427903	55546909
674222	AC024243.1	chr4	55547112	55547889
674225	PDCL2	chr4	55556519	55592245
674243	NMU	chr4	55595229	55636698
674353	EXOC1L	chr4	55819819	55837487
674376	EXOC1	chr4	55853648	55905086
674536	AC110611.1	chr4	55889743	55903177
674540	AC110611.2	chr4	55938153	55947996
674545	CEP135	chr4	55948871	56033361
674649	KIAA1211	chr4	56049073	56328625
674805	AC022267.1	chr4	56291601	56299873
674809	AASDH	chr4	56338287	56387508
675038	AC068620.1	chr4	56387625	56388153
675041	PPAT	chr4	56393362	56435615
675113	AC068620.2	chr4	56396312	56396871
675116	PAICS	chr4	56435741	56464579
675247	SRP72	chr4	56467617	56503681
675392	ARL9	chr4	56505209	56525481
675428	THEGL	chr4	56530606	56603507
675458	HOPX	chr4	56647988	56681899
675607	SPINK2	chr4	56809860	56821742
675681	REST	chr4	56907876	56966678
675806	AC069307.1	chr4	56960927	56961373
675809	NOA1	chr4	56963350	56977606
675829	POLR2B	chr4	56977722	57031158
676159	IGFBP7	chr4	57030773	57110385
676194	IGFBP7-AS1	chr4	57109762	57207459
676212	AC111197.1	chr4	57110547	57111400
676215	AC105390.1	chr4	57154577	57156452
676220	LINC02380	chr4	57424495	57478341
676260	AC013724.1	chr4	57490808	57495844
676277	AC107396.1	chr4	57595940	57605872
676281	AC093725.2	chr4	57605694	57658800
676290	AC093725.1	chr4	57720035	57724655
676294	AC104790.1	chr4	57841721	57855271
676299	LINC02494	chr4	58524515	58536328
676304	AC019133.1	chr4	58562160	58565212
676309	AC017091.1	chr4	58780626	58984194
676342	LINC02619	chr4	58939288	58988182
676378	LINC02429	chr4	58984215	59046959
676398	AC097501.1	chr4	59047020	59075256
676403	AC108517.2	chr4	59150924	59180414
676408	AC108517.1	chr4	59152834	59176146
676412	AC096588.1	chr4	59551142	59630324
676420	AC093857.1	chr4	59767816	59792114
676426	AC092596.1	chr4	59903404	59920670
676431	LINC02496	chr4	60750575	60796103
676441	LINC02271	chr4	61143656	61153962
676450	ADGRL3	chr4	61201258	62078335
677244	AC020741.1	chr4	61420246	61428221
677249	ADGRL3-AS1	chr4	62071752	62165554
677282	AC097491.1	chr4	63128311	63143881
677287	AC093730.1	chr4	63465511	63529761
677296	TECRL	chr4	64275257	64409468
677388	AC104689.2	chr4	64836361	64883916
677395	LINC02232	chr4	64914281	65024485
677449	LINC02835	chr4	65225867	65241814
677454	EPHA5	chr4	65319563	65670495
677691	EPHA5-AS1	chr4	65669961	65698029
677703	AC104137.1	chr4	65702202	65705553
677707	AC097110.1	chr4	65858761	65860204
677711	AC116049.2	chr4	65998846	66150012
677717	AC096721.1	chr4	66003281	66016792
677721	AC110809.1	chr4	66169778	66329377
677726	AC104806.2	chr4	67417305	67468251
677748	CENPC	chr4	67468762	67545503
677907	STAP1	chr4	67558727	67607337
677956	UBA6	chr4	67612652	67701155
678107	UBA6-AS1	chr4	67701209	68080952
678202	GNRHR	chr4	67739328	67754360
678224	TMPRSS11D	chr4	67820876	67884002
678296	TMPRSS11A	chr4	67909385	67964140
678366	TMPRSS11F	chr4	68053198	68129869
678392	TMPRSS11B	chr4	68226653	68245694
678428	YTHDC1	chr4	68310387	68350089
678574	TMPRSS11E	chr4	68447463	68497604
678615	UGT2B17	chr4	68537184	68568527
678633	UGT2B15	chr4	68646597	68670652
678651	UGT2B10	chr4	68815994	68832023
678686	AC021146.12	chr4	68901008	68906983
678690	UGT2A3	chr4	68928463	68951804
678727	UGT2B7	chr4	69051363	69112987
678795	AC111000.4	chr4	69182100	69216766
678807	UGT2B11	chr4	69199951	69214748
678828	UGT2B28	chr4	69280475	69295050
678859	UGT2B4	chr4	69480165	69526014
678928	UGT2A1	chr4	69588417	69653249
679015	UGT2A2	chr4	69589309	69639642
679048	SULT1B1	chr4	69721167	69787961
679098	SULT1E1	chr4	69841212	69860145
679126	CSN1S1	chr4	69931068	69946574
679286	CSN2	chr4	69955256	69961007
679306	STATH	chr4	69995931	70002570
679374	HTN3	chr4	70028413	70036538
679455	HTN1	chr4	70050438	70058848
679514	PRR27	chr4	70133616	70176799
679591	ODAM	chr4	70196496	70204576
679678	FDCSP	chr4	70226124	70235252
679693	CSN3	chr4	70242588	70251428
679709	CABS1	chr4	70334981	70337116
679719	SMR3A	chr4	70360760	70367158
679731	SMR3B	chr4	70370093	70390244
679770	OPRPN	chr4	70397931	70410195
679790	MUC7	chr4	70430492	70482997
679850	AMTN	chr4	70518569	70532743
679897	AMBN	chr4	70592256	70607288
679993	ENAM	chr4	70628744	70646824
680024	AC009570.2	chr4	70637745	70686816
680034	JCHAIN	chr4	70655541	70681817
680115	UTP3	chr4	70688532	70690551
680123	AC009570.1	chr4	70703747	70704491
680126	RUFY3	chr4	70704204	70808619
680365	GRSF1	chr4	70815783	70839897
680520	MOB1B	chr4	70902326	71022449
680583	DCK	chr4	70992538	71030914
680672	SLC4A4	chr4	71062667	71572087
681010	GC	chr4	71741696	71804041
681168	AC068721.1	chr4	71821305	71823980
681174	NPFFR2	chr4	72031804	72148067
681230	ADAMTS3	chr4	72280969	72569221
681343	AC095056.1	chr4	72323028	72330751
681347	COX18	chr4	73052362	73069755
681417	ANKRD17	chr4	73073376	73258798
681814	AC053527.2	chr4	73259209	73317953
681821	ALB	chr4	73397114	73421482
682155	AFP	chr4	73431138	73456174
682246	AFM	chr4	73481745	73504001
682285	LINC02499	chr4	73508803	73534128
682297	RASSF6	chr4	73571550	73620631
682405	UMLILO	chr4	73710302	73714527
682410	CXCL8	chr4	73740541	73743716
682438	CXCL6	chr4	73836640	73849064
682467	PF4V1	chr4	73853296	73854483
682479	CXCL1	chr4	73869393	73871308
682497	PF4	chr4	73980811	73982027
682509	PPBP	chr4	73986439	73988190
682521	CXCL5	chr4	73995642	73998677
682535	AC097709.1	chr4	73997933	74007682
682540	CXCL3	chr4	74036589	74038807
682565	AC093677.3	chr4	74076533	74078973
682569	CXCL2	chr4	74097040	74099196
682590	MTHFD2L	chr4	74114174	74303099
682772	AC093677.2	chr4	74156511	74158373
682775	EPGN	chr4	74308470	74316789
682894	EREG	chr4	74365145	74388749
682917	AC021180.1	chr4	74418917	74440457
682921	AREG	chr4	74445136	74455005
682957	AC239584.1	chr4	74552584	74589481
682965	BTC	chr4	74744759	74794523
682994	AC098825.1	chr4	74881174	74882934
682998	PARM1	chr4	74933095	75050115
683023	AC110760.2	chr4	74955974	74970362
683033	AC110760.1	chr4	74993877	75034824
683039	LINC02562	chr4	75081702	75084717
683051	AC025244.1	chr4	75269068	75361182
683055	AC025244.2	chr4	75341279	75359024
683061	LINC02483	chr4	75354076	75362566
683067	AC096759.1	chr4	75361207	75434449
683071	AC096759.2	chr4	75401195	75423023
683081	RCHY1	chr4	75479037	75514764
683293	THAP6	chr4	75513946	75550473
683452	ODAPH	chr4	75556048	75565885
683501	CDKL2	chr4	75576496	75630716
683582	G3BP2	chr4	75642782	75724525
683829	USO1	chr4	75724593	75814286
683947	AC110615.1	chr4	75822966	75838389
683957	PPEF2	chr4	75859864	75902571
684099	NAAA	chr4	75913660	75941013
684224	SDAD1	chr4	75940950	75990962
684438	AC112719.2	chr4	75980790	76005942
684443	CXCL9	chr4	76001275	76007509
684457	ART3	chr4	76011184	76112802
684657	CXCL10	chr4	76021118	76023497
684671	CXCL11	chr4	76033682	76041415
684700	NUP54	chr4	76114659	76148444
684917	AC110795.1	chr4	76148561	76200666
684922	SCARB2	chr4	76158737	76234536
685357	FAM47E	chr4	76214040	76283783
685454	AC034139.1	chr4	76240740	76312098
685461	STBD1	chr4	76306026	76311599
685471	CCDC158	chr4	76312997	76421868
685574	SHROOM3	chr4	76435229	76783253
685679	AC107072.2	chr4	76708853	76802426
685699	AC107072.1	chr4	76758554	76801964
685703	SOWAHB	chr4	76894152	76898144
685711	SEPTIN11	chr4	76949703	77040384
685918	CCNI	chr4	77047155	77075989
685999	CCNG2	chr4	77157207	77433388
686107	AC092674.1	chr4	77394491	77494286
686112	CXCL13	chr4	77511753	77611834
686132	CNOT6L	chr4	77713387	77819615
686308	MRPL1	chr4	77862830	77952785
686367	FRAS1	chr4	78057323	78544269
686715	ANXA3	chr4	78551747	78610451
686881	LINC01094	chr4	78638780	78683185
686973	AC112253.1	chr4	78669690	78691671
686977	AC098818.2	chr4	78773654	78775973
686980	BMP2K	chr4	78776342	78916372
687157	PAQR3	chr4	78887127	78939438
687317	LINC01088	chr4	78939485	79309673
687390	NAA11	chr4	79225694	79326061
687412	GK2	chr4	79406361	79408228
687420	LINC00989	chr4	79491802	79623479
687470	AC092542.1	chr4	79596542	79597173
687474	LINC02469	chr4	79663761	79696837
687480	PCAT4	chr4	79827471	79877770
687488	ANTXR2	chr4	79901146	80125454
687694	AC021127.1	chr4	80182637	80197410
687703	PRDM8	chr4	80183879	80204329
687818	FGF5	chr4	80266599	80336680
687859	CFAP299	chr4	80335720	80963756
687952	BMP3	chr4	81030708	81057632
687964	PRKG2	chr4	81087370	81215117
688166	AC139722.1	chr4	81164922	81193395
688186	RASGEF1B	chr4	81426393	82044244
688423	AC124016.2	chr4	82344876	82346842
688427	HNRNPD	chr4	82352498	82374503
688597	AC124016.1	chr4	82374301	82384027
688603	HNRNPDL	chr4	82422564	82430408
688814	ENOPH1	chr4	82430590	82461177
688879	TMEM150C	chr4	82483170	82562357
688956	LINC00575	chr4	82610974	82621610
688972	AC067942.4	chr4	82612184	82615575
688977	SCD5	chr4	82629539	82798796
689006	SEC31A	chr4	82818509	82901166
690063	THAP9-AS1	chr4	82893009	82900960
690118	THAP9	chr4	82900684	82919969
690203	LIN54	chr4	82909973	83012926
690453	COPS4	chr4	83034447	83075818
690607	AC073840.1	chr4	83075957	83085600
690611	PLAC8	chr4	83090048	83137075
690693	AC114781.2	chr4	83233512	83247213
690698	COQ2	chr4	83261536	83284914
690795	HPSE	chr4	83292461	83335153
690994	HELQ	chr4	83407343	83455855
691125	MRPS18C	chr4	83455932	83469735
691212	ABRAXAS1	chr4	83459517	83523348
691356	GPAT3	chr4	83535914	83605875
691467	AC021192.1	chr4	83668510	83731755
691473	AC079160.1	chr4	83796436	84299189
691508	AC104063.1	chr4	84371393	84380189
691513	NKX6-1	chr4	84491987	84498450
691536	CDS1	chr4	84583127	84651334
691581	WDFY3	chr4	84669610	84966391
691822	WDFY3-AS1	chr4	84796614	84810403
691827	WDFY3-AS2	chr4	84965534	85011277
691970	AC108021.1	chr4	84970180	84970730
691973	ARHGAP24	chr4	85475150	86002668
692117	MAPK10	chr4	85990007	86594625
696729	AC104827.1	chr4	86117912	86219926
696739	PTPN13	chr4	86594315	86815171
697274	SLC10A6	chr4	86823468	86849384
697297	C4orf36	chr4	86876205	86892422
697370	AC093827.4	chr4	86924630	86936202
697387	AFF1	chr4	86935002	87141054
697625	KLHL8	chr4	87160103	87240314
697759	AC108516.1	chr4	87261931	87266822
697763	HSD17B13	chr4	87303789	87322886
697800	HSD17B11	chr4	87336515	87391188
697863	NUDT9	chr4	87422573	87459455
697964	AC112250.2	chr4	87460807	87462280
697968	SPARCL1	chr4	87473335	87531061
698143	AC093895.1	chr4	87568035	87733956
698160	DSPP	chr4	87608529	87616873
698176	DMP1	chr4	87650280	87664361
698209	IBSP	chr4	87799554	87812435
698229	MEPE	chr4	87821411	87846817
698348	AC131944.1	chr4	87974385	88008477
698353	SPP1	chr4	87975650	87983426
698480	PKD2	chr4	88007635	88077777
698588	ABCG2	chr4	88090150	88231628
698724	PPM1K	chr4	88257620	88284769
698827	PPM1K-DT	chr4	88284507	88331421
698855	AC107067.2	chr4	88352222	88358423
